timestamp_ms,x,y,z,timestamp
412128,0.49,0.49,0.12,1970-01-01 00:06:52.128
412141,0.92,0.49,0.06,1970-01-01 00:06:52.141
412154,0.98,0.49,0.06,1970-01-01 00:06:52.154
412167,0.12,0.49,0.0,1970-01-01 00:06:52.167
412180,0.31,0.43,0.06,1970-01-01 00:06:52.180
412195,0.98,0.49,0.06,1970-01-01 00:06:52.195
412209,0.49,0.49,0.06,1970-01-01 00:06:52.209
412222,0.49,0.49,0.06,1970-01-01 00:06:52.222
412235,0.67,0.43,0.0,1970-01-01 00:06:52.235
412248,0.55,0.49,0.0,1970-01-01 00:06:52.248
412261,0.43,0.43,0.0,1970-01-01 00:06:52.261
412274,0.67,0.43,0.0,1970-01-01 00:06:52.274
412288,0.43,0.49,0.06,1970-01-01 00:06:52.288
412302,0.49,0.49,0.12,1970-01-01 00:06:52.302
412315,0.67,0.49,0.12,1970-01-01 00:06:52.315
412328,0.67,0.49,0.12,1970-01-01 00:06:52.328
412341,0.67,0.49,0.06,1970-01-01 00:06:52.341
412354,0.85,0.49,0.06,1970-01-01 00:06:52.354
412367,0.92,0.55,0.12,1970-01-01 00:06:52.367
412380,-0.12,0.43,0.0,1970-01-01 00:06:52.380
412394,0.24,0.43,0.0,1970-01-01 00:06:52.394
412406,0.79,0.49,0.06,1970-01-01 00:06:52.406
412419,0.55,0.49,0.06,1970-01-01 00:06:52.419
412432,0.73,0.49,0.12,1970-01-01 00:06:52.432
412444,0.67,0.49,0.0,1970-01-01 00:06:52.444
412457,0.37,0.49,0.12,1970-01-01 00:06:52.457
412470,0.43,0.49,0.06,1970-01-01 00:06:52.470
412483,0.67,0.49,0.06,1970-01-01 00:06:52.483
412496,0.31,0.43,0.0,1970-01-01 00:06:52.496
412509,0.18,0.49,0.06,1970-01-01 00:06:52.509
412522,0.55,0.43,0.06,1970-01-01 00:06:52.522
412535,0.55,0.43,-0.06,1970-01-01 00:06:52.535
412548,0.85,0.55,0.06,1970-01-01 00:06:52.548
412562,0.43,0.49,0.06,1970-01-01 00:06:52.562
412574,0.61,0.49,0.06,1970-01-01 00:06:52.574
412587,0.55,0.49,0.0,1970-01-01 00:06:52.587
412600,0.43,0.49,0.06,1970-01-01 00:06:52.600
412613,0.67,0.49,0.06,1970-01-01 00:06:52.613
412625,0.73,0.43,0.06,1970-01-01 00:06:52.625
412637,0.49,0.43,0.0,1970-01-01 00:06:52.637
412650,0.49,0.49,0.18,1970-01-01 00:06:52.650
412662,0.79,0.55,0.12,1970-01-01 00:06:52.662
412675,1.1,0.55,0.18,1970-01-01 00:06:52.675
412688,0.24,0.37,0.0,1970-01-01 00:06:52.688
412701,0.31,0.43,0.06,1970-01-01 00:06:52.701
412714,0.67,0.49,0.0,1970-01-01 00:06:52.714
412727,0.67,0.49,0.12,1970-01-01 00:06:52.727
412740,0.67,0.43,0.0,1970-01-01 00:06:52.740
412752,0.31,0.49,0.06,1970-01-01 00:06:52.752
412765,0.18,0.43,0.06,1970-01-01 00:06:52.765
412778,0.43,0.49,0.12,1970-01-01 00:06:52.778
412791,0.79,0.49,0.06,1970-01-01 00:06:52.791
412804,0.49,0.49,0.06,1970-01-01 00:06:52.804
412817,0.67,0.49,0.06,1970-01-01 00:06:52.817
412830,0.98,0.49,0.06,1970-01-01 00:06:52.830
412843,0.79,0.49,0.0,1970-01-01 00:06:52.843
412857,0.12,0.43,0.0,1970-01-01 00:06:52.857
412870,0.43,0.49,-0.06,1970-01-01 00:06:52.870
412883,0.67,0.49,0.06,1970-01-01 00:06:52.883
412896,0.43,0.43,0.06,1970-01-01 00:06:52.896
412909,0.49,0.49,0.06,1970-01-01 00:06:52.909
412922,0.55,0.55,0.12,1970-01-01 00:06:52.922
412936,0.67,0.49,0.12,1970-01-01 00:06:52.936
412951,0.85,0.43,0.12,1970-01-01 00:06:52.951
412964,0.61,0.49,0.06,1970-01-01 00:06:52.964
412977,0.49,0.49,0.06,1970-01-01 00:06:52.977
412990,0.73,0.49,0.06,1970-01-01 00:06:52.990
413003,0.43,0.49,0.06,1970-01-01 00:06:53.003
413016,0.18,0.49,0.06,1970-01-01 00:06:53.016
413029,0.85,0.49,0.12,1970-01-01 00:06:53.029
413042,0.79,0.49,0.06,1970-01-01 00:06:53.042
413055,0.43,0.49,0.06,1970-01-01 00:06:53.055
413068,0.49,0.43,0.0,1970-01-01 00:06:53.068
413081,0.73,0.49,0.06,1970-01-01 00:06:53.081
413094,0.61,0.55,0.06,1970-01-01 00:06:53.094
413107,0.55,0.49,0.12,1970-01-01 00:06:53.107
413120,0.61,0.49,0.06,1970-01-01 00:06:53.120
413133,0.55,0.49,0.06,1970-01-01 00:06:53.133
413146,0.73,0.49,0.0,1970-01-01 00:06:53.146
413159,0.67,0.43,0.0,1970-01-01 00:06:53.159
413172,0.43,0.43,0.06,1970-01-01 00:06:53.172
413185,0.31,0.49,0.06,1970-01-01 00:06:53.185
413198,0.61,0.49,0.0,1970-01-01 00:06:53.198
413211,0.55,0.49,0.06,1970-01-01 00:06:53.211
413224,0.43,0.43,0.06,1970-01-01 00:06:53.224
413237,0.73,0.49,0.0,1970-01-01 00:06:53.237
413250,0.73,0.49,0.06,1970-01-01 00:06:53.250
413264,0.49,0.49,0.12,1970-01-01 00:06:53.264
413276,0.55,0.49,0.12,1970-01-01 00:06:53.276
413289,0.55,0.49,0.06,1970-01-01 00:06:53.289
413302,0.43,0.49,0.12,1970-01-01 00:06:53.302
413315,0.49,0.55,0.12,1970-01-01 00:06:53.315
413328,0.92,0.49,0.18,1970-01-01 00:06:53.328
413341,0.79,0.49,0.12,1970-01-01 00:06:53.341
413355,0.55,0.49,0.12,1970-01-01 00:06:53.355
413368,0.43,0.49,0.06,1970-01-01 00:06:53.368
413380,0.31,0.49,0.06,1970-01-01 00:06:53.380
413394,0.85,0.49,0.06,1970-01-01 00:06:53.394
413406,1.22,0.49,0.12,1970-01-01 00:06:53.406
413420,0.18,0.49,0.06,1970-01-01 00:06:53.420
413433,-0.06,0.49,0.0,1970-01-01 00:06:53.433
413446,0.37,0.43,0.0,1970-01-01 00:06:53.446
413459,0.85,0.43,0.06,1970-01-01 00:06:53.459
413472,0.31,0.37,-0.06,1970-01-01 00:06:53.472
413484,0.18,0.43,-0.06,1970-01-01 00:06:53.484
413498,0.55,0.49,0.0,1970-01-01 00:06:53.498
413511,0.67,0.49,0.06,1970-01-01 00:06:53.511
413524,0.49,0.49,0.06,1970-01-01 00:06:53.524
413537,0.49,0.49,0.12,1970-01-01 00:06:53.537
413550,0.67,0.55,0.12,1970-01-01 00:06:53.550
413563,0.73,0.55,0.06,1970-01-01 00:06:53.563
413577,0.67,0.49,0.06,1970-01-01 00:06:53.577
413590,0.43,0.49,0.0,1970-01-01 00:06:53.590
413603,0.49,0.49,0.06,1970-01-01 00:06:53.603
413616,0.61,0.43,0.0,1970-01-01 00:06:53.616
413628,0.55,0.43,0.0,1970-01-01 00:06:53.628
413642,0.37,0.43,0.0,1970-01-01 00:06:53.642
413655,0.55,0.49,0.06,1970-01-01 00:06:53.655
413667,0.73,0.49,0.0,1970-01-01 00:06:53.667
413680,0.55,0.49,0.06,1970-01-01 00:06:53.680
413693,0.37,0.49,0.06,1970-01-01 00:06:53.693
413706,0.61,0.49,0.12,1970-01-01 00:06:53.706
413720,0.43,0.49,0.06,1970-01-01 00:06:53.720
413733,0.31,0.49,0.06,1970-01-01 00:06:53.733
413745,0.79,0.49,0.12,1970-01-01 00:06:53.745
413759,0.79,0.49,0.12,1970-01-01 00:06:53.759
413772,0.49,0.49,0.12,1970-01-01 00:06:53.772
413786,0.61,0.55,0.12,1970-01-01 00:06:53.786
413799,0.67,0.49,0.06,1970-01-01 00:06:53.799
413813,0.43,0.43,0.0,1970-01-01 00:06:53.813
413826,0.49,0.49,0.0,1970-01-01 00:06:53.826
413839,0.61,0.49,0.0,1970-01-01 00:06:53.839
413852,0.49,0.49,0.06,1970-01-01 00:06:53.852
413865,0.55,0.43,0.06,1970-01-01 00:06:53.865
413879,0.67,0.49,0.0,1970-01-01 00:06:53.879
413893,0.55,0.43,0.0,1970-01-01 00:06:53.893
413908,0.55,0.49,0.0,1970-01-01 00:06:53.908
413922,0.55,0.49,0.06,1970-01-01 00:06:53.922
413934,0.55,0.49,0.06,1970-01-01 00:06:53.934
413947,0.55,0.49,0.0,1970-01-01 00:06:53.947
413960,0.37,0.49,0.0,1970-01-01 00:06:53.960
413974,0.37,0.43,0.06,1970-01-01 00:06:53.974
413987,0.79,0.49,0.06,1970-01-01 00:06:53.987
414000,0.79,0.49,0.06,1970-01-01 00:06:54.000
414013,0.55,0.49,0.06,1970-01-01 00:06:54.013
414026,0.49,0.49,0.06,1970-01-01 00:06:54.026
414039,0.67,0.49,0.06,1970-01-01 00:06:54.039
414052,0.43,0.49,0.12,1970-01-01 00:06:54.052
414065,0.31,0.43,0.06,1970-01-01 00:06:54.065
414078,0.61,0.43,0.0,1970-01-01 00:06:54.078
414091,0.85,0.55,0.06,1970-01-01 00:06:54.091
414104,0.73,0.49,0.12,1970-01-01 00:06:54.104
414117,0.31,0.49,0.06,1970-01-01 00:06:54.117
414130,0.31,0.49,0.06,1970-01-01 00:06:54.130
414143,0.43,0.43,0.12,1970-01-01 00:06:54.143
414155,2.08,0.61,0.31,1970-01-01 00:06:54.155
414168,0.61,0.49,0.06,1970-01-01 00:06:54.168
414181,0.0,0.43,-0.06,1970-01-01 00:06:54.181
414194,1.16,0.49,-0.06,1970-01-01 00:06:54.194
414208,0.73,0.43,0.0,1970-01-01 00:06:54.208
414221,0.24,0.43,0.06,1970-01-01 00:06:54.221
414233,0.55,0.37,-0.12,1970-01-01 00:06:54.233
414246,0.0,0.43,0.06,1970-01-01 00:06:54.246
414259,0.79,0.49,0.18,1970-01-01 00:06:54.259
414272,1.59,0.61,0.18,1970-01-01 00:06:54.272
414285,-0.06,0.49,0.06,1970-01-01 00:06:54.285
414298,-0.12,0.49,0.12,1970-01-01 00:06:54.298
414311,0.92,0.55,0.06,1970-01-01 00:06:54.311
414323,0.85,0.49,0.06,1970-01-01 00:06:54.323
414336,0.06,0.43,0.0,1970-01-01 00:06:54.336
414348,0.43,0.43,0.0,1970-01-01 00:06:54.348
414361,0.92,0.49,0.0,1970-01-01 00:06:54.361
414373,0.85,0.43,0.06,1970-01-01 00:06:54.373
414385,0.18,0.43,0.06,1970-01-01 00:06:54.385
414398,0.06,0.43,0.0,1970-01-01 00:06:54.398
414411,0.43,0.43,0.06,1970-01-01 00:06:54.411
414424,0.92,0.49,0.06,1970-01-01 00:06:54.424
414437,0.55,0.49,0.12,1970-01-01 00:06:54.437
414450,0.24,0.43,0.0,1970-01-01 00:06:54.450
414463,0.73,0.49,0.12,1970-01-01 00:06:54.463
414475,0.85,0.55,0.12,1970-01-01 00:06:54.475
414488,0.61,0.49,0.06,1970-01-01 00:06:54.488
414502,0.61,0.55,0.06,1970-01-01 00:06:54.502
414515,0.55,0.49,0.12,1970-01-01 00:06:54.515
414528,0.73,0.55,0.0,1970-01-01 00:06:54.528
414541,0.55,0.49,0.0,1970-01-01 00:06:54.541
414554,0.31,0.49,0.06,1970-01-01 00:06:54.554
414566,0.61,0.49,0.06,1970-01-01 00:06:54.566
414579,0.85,0.55,0.12,1970-01-01 00:06:54.579
414592,0.49,0.49,0.06,1970-01-01 00:06:54.592
414605,0.37,0.49,0.06,1970-01-01 00:06:54.605
414618,0.49,0.49,0.0,1970-01-01 00:06:54.618
414632,0.98,0.55,0.06,1970-01-01 00:06:54.632
414646,-0.06,0.31,-0.18,1970-01-01 00:06:54.646
414659,0.73,0.55,0.12,1970-01-01 00:06:54.659
414671,1.34,0.55,0.18,1970-01-01 00:06:54.671
414684,0.37,0.49,0.12,1970-01-01 00:06:54.684
414697,0.61,0.49,0.12,1970-01-01 00:06:54.697
414710,0.79,0.49,0.0,1970-01-01 00:06:54.710
414722,0.55,0.55,0.24,1970-01-01 00:06:54.722
414735,0.85,0.49,0.12,1970-01-01 00:06:54.735
414748,0.31,0.43,-0.06,1970-01-01 00:06:54.748
414760,-0.24,0.37,-0.06,1970-01-01 00:06:54.760
414773,0.24,0.43,0.0,1970-01-01 00:06:54.773
414786,0.85,0.43,0.0,1970-01-01 00:06:54.786
414799,0.49,0.43,0.06,1970-01-01 00:06:54.799
414811,0.31,0.49,0.06,1970-01-01 00:06:54.811
414824,0.85,0.55,0.18,1970-01-01 00:06:54.824
414837,0.98,0.49,0.12,1970-01-01 00:06:54.837
414850,0.43,0.49,0.06,1970-01-01 00:06:54.850
414863,0.24,0.43,-0.06,1970-01-01 00:06:54.863
414876,0.49,0.43,0.0,1970-01-01 00:06:54.876
414889,0.43,0.49,0.0,1970-01-01 00:06:54.889
414902,0.37,0.49,0.12,1970-01-01 00:06:54.902
414915,0.98,0.49,0.12,1970-01-01 00:06:54.915
414929,0.98,0.55,0.12,1970-01-01 00:06:54.929
414942,0.61,0.49,0.06,1970-01-01 00:06:54.942
414955,0.37,0.49,0.0,1970-01-01 00:06:54.955
414967,0.61,0.49,0.0,1970-01-01 00:06:54.967
414980,0.43,0.49,0.0,1970-01-01 00:06:54.980
414993,0.18,0.49,0.0,1970-01-01 00:06:54.993
415007,0.18,0.43,0.0,1970-01-01 00:06:55.007
415019,0.49,0.49,0.06,1970-01-01 00:06:55.019
415032,0.67,0.55,0.12,1970-01-01 00:06:55.032
415046,0.85,0.55,0.06,1970-01-01 00:06:55.046
415062,0.61,0.49,0.12,1970-01-01 00:06:55.062
415075,0.55,0.43,0.06,1970-01-01 00:06:55.075
415088,0.73,0.49,0.06,1970-01-01 00:06:55.088
415101,0.31,0.49,0.06,1970-01-01 00:06:55.101
415114,0.18,0.43,0.0,1970-01-01 00:06:55.114
415127,0.43,0.49,0.0,1970-01-01 00:06:55.127
415140,0.85,0.43,0.0,1970-01-01 00:06:55.140
415153,0.61,0.49,0.0,1970-01-01 00:06:55.153
415166,0.31,0.49,0.06,1970-01-01 00:06:55.166
415180,0.67,0.49,0.06,1970-01-01 00:06:55.180
415193,0.85,0.49,0.06,1970-01-01 00:06:55.193
415205,0.31,0.43,0.06,1970-01-01 00:06:55.205
415219,0.43,0.49,0.0,1970-01-01 00:06:55.219
415232,0.79,0.49,0.06,1970-01-01 00:06:55.232
415245,0.43,0.43,0.06,1970-01-01 00:06:55.245
415258,0.43,0.55,0.06,1970-01-01 00:06:55.258
415271,0.55,0.43,0.06,1970-01-01 00:06:55.271
415283,0.55,0.49,0.12,1970-01-01 00:06:55.283
415297,0.67,0.43,0.0,1970-01-01 00:06:55.297
415310,0.61,0.49,0.0,1970-01-01 00:06:55.310
415323,0.37,0.43,0.06,1970-01-01 00:06:55.323
415336,0.67,0.49,0.12,1970-01-01 00:06:55.336
415349,0.85,0.49,0.06,1970-01-01 00:06:55.349
415362,0.31,0.49,0.06,1970-01-01 00:06:55.362
415375,0.37,0.49,0.0,1970-01-01 00:06:55.375
415388,0.73,0.49,-0.06,1970-01-01 00:06:55.388
415401,0.55,0.49,0.0,1970-01-01 00:06:55.401
415414,0.43,0.49,0.0,1970-01-01 00:06:55.414
415427,0.49,0.43,0.0,1970-01-01 00:06:55.427
415440,0.43,0.43,0.0,1970-01-01 00:06:55.440
415453,0.43,0.49,0.0,1970-01-01 00:06:55.453
415466,0.67,0.43,0.0,1970-01-01 00:06:55.466
415479,0.61,0.55,0.06,1970-01-01 00:06:55.479
415492,0.55,0.49,0.06,1970-01-01 00:06:55.492
415505,0.67,0.55,0.12,1970-01-01 00:06:55.505
415518,0.61,0.49,0.06,1970-01-01 00:06:55.518
415530,0.55,0.49,0.12,1970-01-01 00:06:55.530
415543,0.67,0.49,0.06,1970-01-01 00:06:55.543
415558,0.55,0.49,0.06,1970-01-01 00:06:55.558
415571,0.49,0.49,0.06,1970-01-01 00:06:55.571
415584,0.67,0.49,0.12,1970-01-01 00:06:55.584
415596,0.73,0.49,0.06,1970-01-01 00:06:55.596
415609,0.67,0.55,0.18,1970-01-01 00:06:55.609
415623,0.37,0.37,-0.24,1970-01-01 00:06:55.623
415636,2.08,0.67,0.31,1970-01-01 00:06:55.636
415649,-0.18,0.49,0.18,1970-01-01 00:06:55.649
415662,0.06,0.55,0.31,1970-01-01 00:06:55.662
415675,0.79,0.49,0.12,1970-01-01 00:06:55.675
415688,1.16,0.67,0.37,1970-01-01 00:06:55.688
415700,1.04,0.55,0.24,1970-01-01 00:06:55.700
415713,1.1,0.55,0.12,1970-01-01 00:06:55.713
415726,-0.06,0.43,-0.12,1970-01-01 00:06:55.726
415738,-0.24,0.43,-0.06,1970-01-01 00:06:55.738
415751,1.28,0.49,0.06,1970-01-01 00:06:55.751
415763,0.98,0.49,0.0,1970-01-01 00:06:55.763
415776,-0.18,0.43,0.0,1970-01-01 00:06:55.776
415788,0.31,0.49,0.06,1970-01-01 00:06:55.788
415801,1.4,0.55,0.18,1970-01-01 00:06:55.801
415814,1.53,0.61,0.18,1970-01-01 00:06:55.814
415827,0.31,0.55,0.12,1970-01-01 00:06:55.827
415839,0.61,0.55,0.12,1970-01-01 00:06:55.839
415852,0.98,0.55,0.06,1970-01-01 00:06:55.852
415864,0.73,0.49,0.12,1970-01-01 00:06:55.864
415877,0.49,0.49,0.06,1970-01-01 00:06:55.877
415890,0.49,0.49,0.06,1970-01-01 00:06:55.890
415902,0.43,0.55,0.06,1970-01-01 00:06:55.902
415915,0.55,0.49,0.06,1970-01-01 00:06:55.915
415927,0.73,0.43,0.0,1970-01-01 00:06:55.927
415940,0.31,0.43,0.0,1970-01-01 00:06:55.940
415952,0.06,0.43,0.0,1970-01-01 00:06:55.952
415965,0.73,0.43,0.06,1970-01-01 00:06:55.965
415978,0.92,0.49,0.12,1970-01-01 00:06:55.978
415990,0.67,0.49,0.18,1970-01-01 00:06:55.990
416002,0.85,0.55,0.18,1970-01-01 00:06:56.002
416015,0.98,0.49,0.18,1970-01-01 00:06:56.015
416028,0.79,0.49,0.18,1970-01-01 00:06:56.028
416040,0.98,0.55,0.18,1970-01-01 00:06:56.040
416053,1.1,0.55,0.18,1970-01-01 00:06:56.053
416066,0.67,0.55,0.12,1970-01-01 00:06:56.066
416078,0.18,0.49,0.12,1970-01-01 00:06:56.078
416091,0.73,0.55,0.12,1970-01-01 00:06:56.091
416103,1.28,0.55,0.12,1970-01-01 00:06:56.103
416116,0.98,0.55,0.12,1970-01-01 00:06:56.116
416129,0.67,0.55,0.06,1970-01-01 00:06:56.129
416142,0.92,0.55,0.0,1970-01-01 00:06:56.142
416154,1.16,0.55,0.06,1970-01-01 00:06:56.154
416167,1.1,0.61,0.12,1970-01-01 00:06:56.167
416180,0.73,0.55,0.12,1970-01-01 00:06:56.180
416192,0.67,0.55,0.06,1970-01-01 00:06:56.192
416205,0.73,0.49,0.18,1970-01-01 00:06:56.205
416218,1.16,0.55,0.12,1970-01-01 00:06:56.218
416230,1.1,0.55,0.18,1970-01-01 00:06:56.230
416243,0.12,0.43,0.06,1970-01-01 00:06:56.243
416256,0.43,0.43,0.12,1970-01-01 00:06:56.256
416269,0.73,0.49,0.18,1970-01-01 00:06:56.269
416282,0.85,0.43,0.31,1970-01-01 00:06:56.282
416295,0.92,0.43,0.18,1970-01-01 00:06:56.295
416310,0.49,0.37,0.18,1970-01-01 00:06:56.310
416324,0.12,0.43,0.31,1970-01-01 00:06:56.324
416337,1.34,0.43,0.49,1970-01-01 00:06:56.337
416350,1.53,0.43,0.37,1970-01-01 00:06:56.350
416363,1.1,0.43,0.37,1970-01-01 00:06:56.363
416376,0.55,0.43,0.31,1970-01-01 00:06:56.376
416389,1.1,0.43,0.31,1970-01-01 00:06:56.389
416402,0.92,0.37,0.24,1970-01-01 00:06:56.402
416416,0.61,0.37,0.18,1970-01-01 00:06:56.416
416428,0.0,0.24,0.06,1970-01-01 00:06:56.428
416441,0.06,0.31,0.0,1970-01-01 00:06:56.441
416454,0.55,0.37,0.0,1970-01-01 00:06:56.454
416467,0.85,0.31,-0.18,1970-01-01 00:06:56.467
416480,0.49,0.24,-0.24,1970-01-01 00:06:56.480
416493,0.12,0.24,-0.12,1970-01-01 00:06:56.493
416507,0.55,0.31,-0.06,1970-01-01 00:06:56.507
416520,0.85,0.31,0.18,1970-01-01 00:06:56.520
416533,0.49,0.31,0.18,1970-01-01 00:06:56.533
416546,-0.06,0.31,0.12,1970-01-01 00:06:56.546
416560,0.18,0.31,0.18,1970-01-01 00:06:56.560
416573,0.73,0.31,0.12,1970-01-01 00:06:56.573
416586,1.1,0.37,0.12,1970-01-01 00:06:56.586
416599,0.37,0.37,0.12,1970-01-01 00:06:56.599
416612,0.0,0.37,0.06,1970-01-01 00:06:56.612
416625,0.37,0.37,0.31,1970-01-01 00:06:56.625
416638,0.43,0.31,0.18,1970-01-01 00:06:56.638
416651,-0.55,0.24,0.12,1970-01-01 00:06:56.651
416664,0.24,0.06,-0.55,1970-01-01 00:06:56.664
416678,0.92,0.43,-0.06,1970-01-01 00:06:56.678
416690,-0.18,0.49,0.12,1970-01-01 00:06:56.690
416707,0.43,0.49,0.12,1970-01-01 00:06:56.707
416721,0.61,0.31,-0.12,1970-01-01 00:06:56.721
416735,0.12,0.67,0.31,1970-01-01 00:06:56.735
416750,0.92,0.73,0.43,1970-01-01 00:06:56.750
416763,1.89,0.61,0.31,1970-01-01 00:06:56.763
416776,0.79,0.55,0.0,1970-01-01 00:06:56.776
416789,-0.24,0.49,0.06,1970-01-01 00:06:56.789
416803,0.98,0.61,0.12,1970-01-01 00:06:56.803
416815,1.16,0.49,-0.06,1970-01-01 00:06:56.815
416828,-15.01,0.31,-0.37,1970-01-01 00:06:56.828
416840,-1.16,0.24,-0.43,1970-01-01 00:06:56.840
416853,-0.31,0.37,-0.37,1970-01-01 00:06:56.853
416866,1.46,0.55,-0.12,1970-01-01 00:06:56.866
416879,0.92,0.55,-0.06,1970-01-01 00:06:56.879
416891,0.12,0.55,0.0,1970-01-01 00:06:56.891
416904,1.04,0.61,0.0,1970-01-01 00:06:56.904
416917,1.65,0.67,0.24,1970-01-01 00:06:56.917
416929,1.4,0.67,0.37,1970-01-01 00:06:56.929
416942,1.59,0.79,0.55,1970-01-01 00:06:56.942
416955,1.4,0.92,0.73,1970-01-01 00:06:56.955
416968,0.98,0.92,0.98,1970-01-01 00:06:56.968
416981,1.77,0.98,1.04,1970-01-01 00:06:56.981
416994,2.26,0.92,0.85,1970-01-01 00:06:56.994
417007,1.22,0.85,0.85,1970-01-01 00:06:57.007
417019,0.85,0.85,0.85,1970-01-01 00:06:57.019
417032,1.34,0.79,0.49,1970-01-01 00:06:57.032
417045,0.98,0.79,0.49,1970-01-01 00:06:57.045
417059,0.67,0.79,0.55,1970-01-01 00:06:57.059
417071,1.1,0.92,0.73,1970-01-01 00:06:57.071
417084,1.77,0.92,0.79,1970-01-01 00:06:57.084
417097,1.34,0.79,0.55,1970-01-01 00:06:57.097
417110,-0.06,0.67,0.67,1970-01-01 00:06:57.110
417124,-3.3,0.24,0.31,1970-01-01 00:06:57.124
417138,1.83,0.31,-0.31,1970-01-01 00:06:57.138
417152,1.1,0.43,-0.18,1970-01-01 00:06:57.152
417166,-0.79,0.43,0.31,1970-01-01 00:06:57.166
417180,1.1,0.37,0.12,1970-01-01 00:06:57.180
417193,0.24,0.37,-0.18,1970-01-01 00:06:57.193
417206,-0.67,0.43,0.12,1970-01-01 00:06:57.206
417219,1.46,0.55,0.31,1970-01-01 00:06:57.219
417231,1.34,0.37,0.0,1970-01-01 00:06:57.231
417244,0.0,0.18,-0.24,1970-01-01 00:06:57.244
417256,0.37,0.24,-0.12,1970-01-01 00:06:57.256
417268,1.95,0.37,-0.06,1970-01-01 00:06:57.268
417281,1.95,0.31,-0.12,1970-01-01 00:06:57.281
417293,-1.22,-0.06,-0.55,1970-01-01 00:06:57.293
417306,-1.22,-0.06,-0.73,1970-01-01 00:06:57.306
417318,-0.49,-0.06,-0.73,1970-01-01 00:06:57.318
417331,0.18,0.12,-0.49,1970-01-01 00:06:57.331
417343,0.0,0.31,-0.18,1970-01-01 00:06:57.343
417356,0.06,0.37,0.0,1970-01-01 00:06:57.356
417368,1.04,0.61,0.43,1970-01-01 00:06:57.368
417381,1.28,0.73,0.61,1970-01-01 00:06:57.381
417393,1.34,0.79,0.73,1970-01-01 00:06:57.393
417406,1.46,0.85,0.67,1970-01-01 00:06:57.406
417418,1.46,0.79,0.61,1970-01-01 00:06:57.418
417430,1.28,0.79,0.49,1970-01-01 00:06:57.430
417443,0.92,0.73,0.31,1970-01-01 00:06:57.443
417455,1.22,0.67,0.24,1970-01-01 00:06:57.455
417467,1.04,0.49,0.12,1970-01-01 00:06:57.467
417480,-0.18,0.31,0.0,1970-01-01 00:06:57.480
417493,0.0,0.31,0.06,1970-01-01 00:06:57.493
417505,0.31,0.31,0.0,1970-01-01 00:06:57.505
417518,0.55,0.43,0.24,1970-01-01 00:06:57.518
417530,0.55,0.49,0.31,1970-01-01 00:06:57.530
417542,0.79,0.55,0.73,1970-01-01 00:06:57.542
417555,-2.81,-0.12,-0.24,1970-01-01 00:06:57.555
417568,0.24,0.0,-0.55,1970-01-01 00:06:57.568
417582,2.69,1.1,0.98,1970-01-01 00:06:57.582
417596,-2.44,0.43,0.55,1970-01-01 00:06:57.596
417609,3.23,0.61,0.18,1970-01-01 00:06:57.609
417622,3.17,0.49,-0.49,1970-01-01 00:06:57.622
417636,-1.16,0.73,0.67,1970-01-01 00:06:57.636
417650,1.53,0.61,0.49,1970-01-01 00:06:57.650
417663,3.11,0.37,-0.18,1970-01-01 00:06:57.663
417677,-2.44,-0.18,-1.04,1970-01-01 00:06:57.677
417691,0.92,0.12,-0.49,1970-01-01 00:06:57.691
417704,2.99,0.12,-0.55,1970-01-01 00:06:57.704
417716,1.04,0.0,-0.73,1970-01-01 00:06:57.716
417729,-3.11,-0.18,-0.85,1970-01-01 00:06:57.729
417742,-0.79,0.12,-0.37,1970-01-01 00:06:57.742
417754,1.46,0.55,0.31,1970-01-01 00:06:57.754
417767,1.1,0.85,0.98,1970-01-01 00:06:57.767
417779,0.73,0.85,0.92,1970-01-01 00:06:57.779
417792,0.92,0.92,0.79,1970-01-01 00:06:57.792
417804,1.28,0.98,0.92,1970-01-01 00:06:57.804
417816,1.65,0.98,0.92,1970-01-01 00:06:57.816
417829,2.5,0.92,0.92,1970-01-01 00:06:57.829
417841,1.16,0.61,0.31,1970-01-01 00:06:57.841
417854,0.12,0.49,0.24,1970-01-01 00:06:57.854
417866,0.24,0.49,0.31,1970-01-01 00:06:57.866
417879,2.32,0.61,0.43,1970-01-01 00:06:57.879
417892,1.59,0.55,0.31,1970-01-01 00:06:57.892
417904,-0.12,0.37,0.18,1970-01-01 00:06:57.904
417917,-0.55,0.43,0.12,1970-01-01 00:06:57.917
417930,-0.85,0.43,0.55,1970-01-01 00:06:57.930
417943,-1.71,-0.31,-0.73,1970-01-01 00:06:57.943
417957,1.71,0.06,-0.98,1970-01-01 00:06:57.957
417971,-0.31,0.85,0.85,1970-01-01 00:06:57.971
417984,-2.08,0.24,0.55,1970-01-01 00:06:57.984
417997,1.28,0.43,-15.14,1970-01-01 00:06:57.997
418011,1.89,0.49,-0.49,1970-01-01 00:06:58.011
418025,-1.4,0.61,0.31,1970-01-01 00:06:58.025
418039,2.56,0.73,0.67,1970-01-01 00:06:58.039
418051,4.09,0.49,-0.12,1970-01-01 00:06:58.051
418064,-1.1,0.0,-0.92,1970-01-01 00:06:58.064
418076,-0.31,0.24,-0.43,1970-01-01 00:06:58.076
418089,2.26,0.49,-0.06,1970-01-01 00:06:58.089
418101,-0.37,0.24,-0.18,1970-01-01 00:06:58.101
418114,-3.48,0.06,-0.24,1970-01-01 00:06:58.114
