timestamp_ms,x,y,z
619683,-1.34,0.43,-0.31
619696,0.18,0.37,-0.49
619708,2.20,0.12,-0.37
619721,-0.24,0.31,-0.55
619733,5.00,0.24,3.60
619746,-16.78,-4.21,-1.95
619758,3.54,0.92,-0.67
619771,12.39,0.73,1.95
619785,-6.59,-0.92,0.18
619798,-7.57,1.04,0.37
619811,2.01,0.00,-0.85
619825,7.57,-0.31,-0.06
619839,-2.01,0.92,-0.61
619852,-8.73,-5.00,0.00
619865,5.43,-16.60,5.19
619877,6.84,-15.50,4.76
619890,-2.99,-6.23,1.46
619903,-5.25,-2.20,1.83
619916,-10.86,1.28,-2.38
619928,-6.16,0.67,-1.16
619941,7.32,-0.31,0.67
619954,7.63,0.00,1.71
619967,0.31,0.85,0.85
619980,-3.78,0.67,-0.43
619992,-4.82,0.31,-1.16
620005,1.83,0.24,0.00
620018,4.15,0.43,0.67
620030,3.11,0.43,0.43
620043,-5.07,0.24,-1.65
620055,-4.15,0.12,0.12
620068,3.54,1.59,2.14
620080,-6.47,0.31,-1.89
620093,0.79,-0.31,-1.04
620105,10.99,0.00,2.08
620118,2.26,0.31,1.71
620130,-8.30,0.24,-1.22
620143,-10.56,0.49,-2.93
620155,8.36,0.00,0.67
620167,14.04,0.55,2.93
620180,5.37,1.22,-3.30
620192,-12.39,-2.26,-2.81
620205,2.69,-0.67,-0.49
620218,3.72,-0.73,1.53
620230,-0.92,1.04,0.12
620244,-1.28,0.73,0.43
620257,0.06,0.49,0.06
620270,0.49,0.49,-0.06
620283,2.44,0.67,0.85
620296,1.77,0.67,0.85
620309,-0.43,0.49,0.12
620323,-2.32,0.31,-0.98
620335,-0.06,0.31,-0.55
620349,21.00,3.23,7.26
620362,-20.94,-2.87,-0.12
620375,-16.72,-2.44,-5.62
620387,14.04,0.12,2.01
620400,13.43,0.31,3.85
620412,0.24,0.85,-0.79
620425,-12.15,0.73,-3.17
620438,-4.09,-0.18,-2.81
620450,14.83,-0.06,2.14
620463,8.00,0.37,1.71
620475,-6.04,1.46,-0.85
620488,-10.01,0.24,-3.36
620501,3.72,-0.49,-1.10
620513,13.37,-0.67,1.46
620526,4.52,0.61,1.89
620538,-4.70,1.04,0.06
620550,-8.61,0.67,-1.40
620563,3.60,0.31,0.61
620575,8.79,0.55,2.08
620588,6.96,0.67,2.01
620600,-6.71,0.73,-1.22
620613,-7.08,0.49,-1.77
620625,-1.22,0.24,-0.79
620638,6.84,0.18,1.04
620650,3.05,0.24,2.26
620663,11.66,2.81,5.55
620675,-17.58,-1.65,-6.04
620687,6.16,-1.34,-0.61
620700,19.04,-0.18,3.85
620713,-2.01,0.37,2.08
620725,-12.82,0.55,-1.83
620737,-14.83,-0.18,-2.32
620750,14.28,-0.49,1.34
620763,17.58,0.31,3.66
620775,-11.11,0.79,-2.14
620788,-16.97,0.73,-4.39
620800,-8.30,0.06,-3.30
620813,17.70,-0.12,3.11
620826,12.15,0.61,2.81
620838,-1.16,0.85,0.37
620851,-9.16,0.61,-1.89
620863,1.53,0.37,0.31
620876,11.05,0.37,2.56
620888,1.28,0.79,0.85
620901,-8.48,0.79,-1.53
620913,-10.31,0.61,-2.32
620926,5.62,0.12,0.73
620939,8.48,0.12,1.46
620952,-0.12,0.55,2.81
620965,-2.08,2.38,0.79
620979,-8.12,1.59,-4.21
620993,11.17,-0.73,0.12
621007,9.77,0.49,3.42
621020,-4.15,1.10,0.24
621033,-12.94,0.55,-2.87
621046,6.04,-0.24,0.00
621059,14.77,0.06,2.81
621071,9.89,0.61,2.50
621083,-14.89,0.73,-3.66
621096,-11.35,0.37,-3.48
621109,5.25,-0.18,2.99
621121,14.71,0.37,3.30
621134,0.98,0.67,0.61
621146,-11.72,0.67,-2.99
621159,-2.44,0.37,-0.73
621171,9.58,0.24,2.08
621184,2.50,0.73,1.16
621196,-7.81,0.85,-1.28
621208,-10.44,0.67,-2.14
621221,6.77,0.18,1.22
621233,9.83,0.24,2.01
621246,4.15,0.43,0.85
621259,-9.22,0.49,-2.38
621272,-5.37,0.49,-1.46
621284,4.03,0.31,0.43
621297,5.80,0.49,1.22
621309,-0.67,0.61,-0.12
621322,-4.76,0.67,-0.98
621334,1.53,0.43,0.43
621347,4.82,0.49,1.22
621359,4.03,0.49,0.18
621372,-2.99,0.73,-0.49
621384,3.42,19.41,7.39
621397,1.40,-26.18,-1.22
621410,-50.11,-8.00,-5.49
621422,-14.47,-9.83,-2.81
621435,13.55,-0.67,2.75
621447,-6.10,0.73,-0.98
621460,-19.96,1.10,-4.09
621473,-1.04,0.55,-0.49
621485,15.81,-0.12,3.05
621498,16.54,0.37,3.78
621511,-9.28,0.85,-1.71
621523,-13.37,0.79,-2.81
621537,8.61,0.31,1.71
621550,14.10,0.24,2.99
621563,7.87,0.43,1.65
621575,-10.68,0.61,-2.69
621588,-7.51,0.43,-2.14
621600,2.08,0.31,0.06
621612,8.67,0.37,1.71
621625,1.46,0.55,0.24
621637,-5.31,0.61,-1.16
621650,-1.46,0.55,-0.24
621663,4.88,0.49,1.28
621675,7.02,0.55,1.10
621688,-2.01,0.61,-0.24
621701,-4.76,0.61,-0.92
621714,1.71,0.43,0.31
621726,4.58,0.37,0.79
621739,3.78,0.37,0.55
621751,-1.95,0.43,-0.73
621764,-2.26,0.43,-0.85
621777,-0.31,0.43,0.12
621790,2.26,0.37,0.31
621802,0.79,0.43,0.06
621815,-1.95,0.55,-0.37
621828,-0.85,0.55,-0.06
621841,1.22,0.55,0.43
621853,3.36,0.55,0.92
621866,2.20,0.55,0.67
621878,0.24,0.55,0.18
621890,-1.16,0.49,-0.31
621903,0.31,0.49,-0.06
621915,1.83,0.43,0.31
621928,0.24,0.43,-0.24
621941,-1.16,0.43,-0.49
621953,-0.79,0.43,-0.43
621966,2.20,0.43,0.37
621978,1.83,0.43,0.31
621991,-1.22,0.55,-0.31
622004,-1.28,0.49,-0.24
622017,-0.18,0.49,0.00
622029,1.89,0.49,0.43
622042,1.65,0.49,0.37
622054,0.43,0.43,0.06
622067,-0.98,0.43,-0.43
622079,0.24,0.43,-0.18
622092,1.83,0.43,0.18
622105,0.85,0.43,0.00
622117,-0.73,0.49,-0.37
622130,-1.22,0.49,-0.43
622142,1.16,0.49,0.18
622155,1.83,0.49,0.37
622167,1.53,0.49,0.37
622180,-0.18,0.55,0.00
622193,-0.55,0.55,-0.06
622205,0.79,0.43,0.12
622218,1.22,0.43,0.18
622230,0.98,0.49,0.06
622243,0.49,0.49,0.00
622255,0.67,0.43,0.00
622268,0.67,0.43,-0.06
622281,0.06,0.43,-0.18
622294,0.06,0.49,-0.12
622306,0.31,0.49,0.00
622319,1.16,0.55,0.31
622332,1.34,0.49,0.37
622346,0.24,0.49,0.12
622360,-0.43,0.49,-0.12
622374,0.18,0.49,0.00
622388,1.04,0.49,0.12
622402,0.92,0.49,0.06
622416,0.49,0.43,0.00
622431,0.31,0.43,-0.12
622444,0.43,0.43,-0.18
622458,0.67,0.49,0.00
622472,0.61,0.49,0.12
622485,-0.18,0.49,-0.12
622500,0.37,0.55,0.06
622513,1.77,0.49,0.49
622526,0.85,0.55,0.31
622539,-0.31,0.49,0.00
622552,0.06,0.49,0.00
622564,1.28,0.43,0.24
622576,1.28,0.49,0.24
622589,0.24,0.55,-0.06
622602,-0.43,0.49,-0.31
622615,1.10,0.43,0.12
622627,1.71,0.43,0.31
622641,1.28,0.49,0.24
622653,-0.85,0.49,-0.24
622667,-0.49,0.49,-0.12
622680,1.65,0.49,0.31
622693,1.34,0.49,0.24
622706,0.31,0.49,0.00
622719,-0.31,0.49,-0.18
622734,1.10,0.49,0.12
622748,0.73,0.49,-0.06
622761,-0.06,0.43,-0.31
622774,0.31,0.43,-0.12
622787,0.98,0.49,0.18
622801,-0.06,0.49,-0.12
622814,-0.43,0.43,-0.31
622827,1.65,0.49,0.31
622841,2.50,0.49,0.61
622853,1.89,0.55,0.55
622866,-0.79,0.55,-0.18
622879,-0.55,0.49,-0.24
622892,4.58,0.67,1.95
622907,2.38,1.16,1.22
622923,-7.87,0.79,-2.26
622937,-2.32,0.12,-1.40
622951,9.70,0.43,2.14
622964,6.71,0.31,1.59
622977,-6.29,0.49,-1.65
622990,-5.86,0.43,-1.77
623003,-0.98,0.43,-0.67
623016,4.52,0.49,0.85
623030,1.89,0.55,0.43
623043,-1.22,0.55,-0.31
623056,0.92,0.43,0.12
623070,2.93,0.37,0.67
623083,1.83,0.79,1.10
623096,-2.38,0.92,-0.98
623110,-5.13,0.67,-1.28
623124,1.83,0.37,2.14
623137,10.62,0.55,2.75
623150,3.72,0.55,1.10
623164,-9.09,0.49,-2.56
623178,-3.72,0.37,-1.46
623192,9.09,0.43,2.01
623206,4.94,0.55,1.22
623219,-6.41,0.55,-1.53
623232,-3.23,0.49,-0.85
623245,6.04,0.49,1.46
623258,3.60,0.49,0.98
623271,-1.53,0.61,-0.24
623284,-2.32,0.55,-0.43
623297,2.50,0.49,0.61
623310,5.55,0.49,1.34
623322,-0.55,0.49,-0.24
623335,-3.66,0.49,-1.04
623347,0.49,0.43,-0.12
623360,3.30,0.37,0.49
623372,3.30,0.43,0.55
623385,-1.28,0.49,-0.43
623397,-1.83,0.49,-0.55
623410,-0.31,0.49,-0.18
623422,2.75,0.49,0.67
623435,2.01,0.49,0.49
623447,0.06,0.49,0.06
623460,-0.98,0.49,-0.18
623472,0.55,0.49,0.18
623485,1.83,0.49,0.37
623497,0.43,0.49,0.00
623509,-0.31,0.49,-0.18
623522,-0.06,0.49,-0.18
623535,1.77,0.43,0.31
623547,1.53,0.43,0.18
623559,0.43,0.49,0.00
623571,-1.04,0.55,-0.31
623584,-0.43,0.55,-0.06
623597,0.92,0.55,0.24
623609,2.08,0.49,0.55
623621,1.59,0.61,0.49
623634,0.55,0.55,0.24
623646,-0.61,0.49,-0.31
623659,-0.06,0.43,-0.18
623671,0.92,0.43,0.00
623684,0.79,0.49,0.12
623696,-0.37,0.49,-0.18
623708,-0.49,0.43,-0.24
623721,1.34,0.37,0.00
623733,1.04,0.49,0.00
623746,0.43,0.49,-0.12
623758,-0.12,0.55,-0.06
623771,0.55,0.55,0.12
623783,1.22,0.55,0.24
623795,0.98,0.55,0.24
623808,0.31,0.49,0.18
623820,-0.24,0.55,0.06
623832,0.12,0.49,0.00
623845,0.85,0.43,0.12
623857,1.34,0.43,0.18
623869,0.37,0.49,0.00
623882,-0.24,0.49,-0.12
623895,0.00,0.49,0.12
623907,1.40,0.49,0.24
623920,1.10,0.49,0.18
623933,0.00,0.49,0.00
623946,0.06,0.49,0.00
623959,0.37,0.49,0.06
623973,1.16,0.55,0.31
623987,1.04,0.49,0.31
624000,-0.06,0.49,0.06
624014,0.00,0.49,0.00
624029,1.10,0.43,0.12
624043,0.85,0.43,0.06
624056,0.00,0.43,-0.18
624072,0.85,0.43,0.00
624086,1.34,0.43,0.12
624102,0.61,0.49,0.06
624116,-0.37,0.55,-0.12
624130,-0.12,0.49,-0.06
624145,0.98,0.49,0.18
624157,1.71,0.49,0.43
624170,0.49,0.49,0.12
624182,-0.79,0.49,-0.18
624195,0.31,0.49,-0.06
624208,1.53,0.49,0.24
624221,0.79,0.43,0.06
624235,-0.18,0.43,-0.24
624249,0.12,0.43,-0.18
624263,0.98,0.43,0.00
624277,0.61,0.43,-0.06
624292,-0.18,0.49,-0.24
624306,1.83,0.61,0.67
624320,0.85,0.55,0.37
624334,-1.77,0.37,-0.79
624349,0.79,0.43,-0.06
624362,3.66,0.55,0.98
624375,0.61,0.55,0.18
624388,-2.01,0.43,-0.73
624401,0.79,0.43,-0.06
624414,2.81,0.43,0.55
624427,-0.55,0.49,-0.18
624440,-1.71,0.49,-0.55
624454,2.01,0.49,0.49
624467,3.30,0.55,0.98
624479,2.01,0.55,0.73
624492,-2.69,0.55,-0.67
624505,-1.83,0.49,-0.61
624518,4.33,0.43,0.98
624530,3.66,0.49,0.92
624543,0.00,0.49,0.00
624556,-2.62,0.43,-0.92
624568,0.49,0.43,-0.18
624581,3.42,0.43,0.55
624593,1.10,0.55,0.24
624606,-1.59,0.55,-0.37
624618,-2.20,0.55,-0.61
624631,1.89,0.43,0.31
624643,2.81,0.49,0.55
624656,1.77,0.49,0.37
624668,-1.40,0.55,-0.24
624681,-0.98,0.55,-0.18
624693,0.55,0.55,0.12
624706,1.77,0.43,0.31
624718,0.73,0.49,0.06
624730,-0.31,0.49,-0.24
624743,0.12,0.43,-0.12
624755,1.16,0.43,0.06
624768,1.65,0.43,0.18
624780,0.24,0.43,-0.06
624792,-0.55,0.49,-0.18
624805,-0.37,0.49,-0.06
624817,1.46,0.55,0.37
624830,1.46,0.49,0.37
624842,0.49,0.55,0.12
624854,-0.37,0.55,-0.06
624867,0.43,0.49,0.06
624879,1.04,0.49,0.18
624892,0.98,0.49,0.12
624904,0.49,0.49,0.00
624916,0.00,0.49,-0.06
624929,0.18,0.49,-0.06
624941,0.73,0.49,0.00
624953,1.04,0.43,0.12
624966,0.49,0.49,0.06
624978,0.31,0.49,0.00
624991,0.49,0.49,0.12
625003,0.85,0.49,0.18
625015,0.49,0.49,0.06
625028,0.00,0.49,-0.06
625040,0.24,0.49,0.00
625053,0.85,0.49,0.12
625065,1.28,0.43,0.12
625078,0.24,0.49,-0.12
625090,-0.18,0.43,-0.24
625102,0.18,0.49,0.12
625115,1.16,0.49,0.24
625127,0.67,0.49,0.12
625139,-0.06,0.49,-0.12
625152,0.37,0.49,-0.06
625164,1.16,0.49,0.18
625176,1.34,0.49,0.31
625189,0.12,0.49,0.00
625201,-0.12,0.49,-0.12
625214,0.06,0.49,-0.06
625226,1.04,0.49,0.12
625239,1.04,0.49,0.12
625251,0.49,0.49,-0.06
625263,-0.06,0.49,-0.06
625276,0.49,0.49,0.00
625288,1.16,0.49,0.18
625301,0.73,0.49,0.18
625313,0.06,0.55,0.00
625326,0.06,0.49,0.00
625338,0.85,0.49,0.12
625350,1.40,0.49,0.31
625363,0.37,0.49,0.06
625375,-0.61,0.49,-0.18
625388,-0.61,0.49,-0.24
625400,1.65,0.49,0.24
625412,1.89,0.49,0.31
625425,0.85,0.49,0.06
625437,-0.85,0.49,-0.31
625450,0.12,0.49,-0.06
625462,1.28,0.49,0.18
625474,0.98,0.49,0.18
625487,0.06,0.49,-0.06
625499,-0.37,0.49,-0.12
625512,0.85,0.55,0.18
625524,1.28,0.49,0.31
625537,0.98,0.49,0.24
625549,-0.24,0.49,-0.12
625561,-0.06,0.55,-0.12
625574,0.73,0.49,0.12
625586,1.16,0.49,0.18
625598,0.31,0.49,-0.06
625611,-0.31,0.49,-0.18
625623,0.49,0.43,-0.06
625635,0.98,0.49,0.12
625648,1.04,0.49,0.12
625660,0.31,0.49,0.00
625672,0.24,0.49,0.00
625685,0.49,0.49,0.06
625697,0.73,0.49,0.12
625710,0.49,0.49,0.06
625722,0.18,0.49,0.00
625734,0.73,0.49,0.12
625747,0.98,0.49,0.18
625759,0.79,0.49,0.06
625772,0.18,0.49,-0.06
625784,0.24,0.49,-0.06
625796,0.31,0.43,0.00
625809,0.73,0.49,0.06
625821,0.85,0.49,0.12
625833,0.73,0.43,0.06
625846,0.31,0.49,0.06
625858,0.49,0.49,0.06
625871,0.49,0.49,0.00
625883,0.31,0.49,-0.06
625895,0.49,0.43,0.06
625908,0.92,0.49,0.12
625921,0.67,0.49,0.06
625933,0.12,0.49,-0.06
625946,0.06,0.49,-0.12
625959,0.92,0.49,0.12
625971,0.73,0.49,0.06
625984,0.31,0.49,0.00
625996,0.31,0.49,-0.06
626009,0.67,0.49,0.06
626021,0.85,0.49,0.12
626034,0.61,0.49,0.06
626046,0.31,0.49,0.00
626059,0.06,0.49,-0.06
626071,0.43,0.49,-0.06
626083,0.85,0.43,0.06
626096,0.98,0.43,-0.06
626109,0.00,0.43,-0.24
626121,-0.67,0.37,-0.61
626134,0.49,0.31,-0.49
626147,2.20,0.24,0.12
626159,2.01,0.55,0.31
626172,-2.26,0.49,-0.73
626185,-1.89,0.37,-0.73
626197,0.31,0.43,-0.18
626210,2.93,0.43,0.67
626223,1.22,0.55,0.37
626236,-1.10,0.55,-0.18
626249,0.12,0.49,0.00
626262,1.40,0.49,0.31
626275,0.37,0.49,0.06
626288,-0.73,0.49,-0.24
626302,0.24,0.43,-0.12
626315,1.46,0.43,0.18
626328,1.83,0.37,0.06
626341,-0.49,0.49,-0.31
626354,-1.10,0.49,-0.43
626367,0.92,0.49,0.12
626380,1.89,0.49,0.37
626393,1.71,0.55,0.24
626406,0.12,0.55,0.06
626419,0.00,0.49,0.06
626433,0.55,0.43,0.12
626446,0.67,0.49,0.12
626459,0.18,0.49,-0.06
626473,-0.24,0.49,-0.18
626486,-0.18,0.49,0.00
626499,1.16,0.49,0.06
626512,1.28,0.49,0.12
626525,0.43,0.49,0.00
626537,0.37,0.49,0.00
626550,0.61,0.49,0.12
626564,0.67,0.49,0.12
626577,0.49,0.49,0.12
626590,0.31,0.49,0.06
626603,0.37,0.49,0.06
626617,0.61,0.49,0.06
626630,0.61,0.43,0.06
626644,0.43,0.49,-0.12
626657,0.49,0.49,0.00
626670,0.73,0.49,0.00
626683,0.61,0.49,0.00
626696,0.37,0.49,0.00
626709,0.43,0.49,0.06
626722,0.92,0.43,0.43
626735,1.95,0.67,0.79
626748,-1.71,0.55,-0.24
626760,-1.53,0.55,-0.31
626774,2.75,0.49,0.61
626788,3.30,0.49,0.79
626801,1.77,0.49,0.37
626815,-1.10,0.43,-0.49
626829,0.00,0.43,-0.24
626842,2.14,0.43,0.24
626855,0.85,0.49,0.00
626869,-1.40,0.55,-0.43
626882,-0.18,0.49,-0.18
626895,1.40,0.49,0.37
626907,1.28,0.49,0.24
626920,0.18,0.49,0.06
626933,-0.24,0.49,0.06
626946,0.37,0.49,0.12
626959,0.85,0.43,0.12
626972,0.24,0.49,-0.12
626984,0.31,0.43,-0.12
626997,0.92,0.49,0.06
627010,0.43,0.43,-0.18
627023,0.06,0.43,-0.31
627035,0.73,0.43,0.00
627048,1.04,0.43,0.18
627060,0.73,0.43,0.12
627073,0.18,0.49,0.06
627085,0.61,0.49,0.18
627098,0.73,0.49,0.18
627111,-0.12,0.55,0.00
627124,0.06,0.55,0.00
627136,1.46,0.43,0.24
627149,1.46,0.49,0.18
627162,0.61,0.49,0.00
627174,-0.55,0.49,-0.31
627187,-0.06,0.49,-0.18
627199,0.85,0.43,0.06
627212,1.22,0.49,0.18
627224,0.61,0.49,0.12
627237,0.24,0.49,0.06
627249,0.73,0.55,0.18
627262,0.85,0.49,0.18
627274,0.61,0.55,0.18
627287,0.18,0.55,0.06
627300,0.31,0.49,0.06
627312,0.49,0.49,0.06
627325,0.73,0.43,0.00
627337,0.85,0.43,0.00
627350,0.61,0.43,0.00
627364,0.43,0.43,0.00
627376,0.18,0.49,-0.06
627389,0.12,0.49,-0.06
627401,0.37,0.49,0.00
627414,0.67,0.49,0.18
627427,0.85,0.49,0.24
627440,0.67,0.49,0.18
627453,0.43,0.49,0.06
627465,0.37,0.49,0.06
627478,0.31,0.49,-0.06
627491,0.67,0.49,0.00
627505,1.16,0.49,0.06
627518,0.61,0.55,0.00
627531,-0.55,0.49,-0.43
627544,-0.31,0.37,-0.31
627557,2.32,0.49,0.61
627570,0.98,0.55,0.37
627582,-1.77,0.49,-0.43
627595,-0.24,0.55,-0.06
627609,2.01,0.49,0.49
627622,1.16,0.49,0.24
627635,-0.37,0.49,-0.12
627648,0.43,0.37,0.00
627661,1.22,0.49,0.18
627674,1.10,0.43,0.12
627686,-0.55,0.43,-0.37
627698,-0.37,0.49,-0.31
627711,0.67,0.43,-0.06
627724,1.53,0.49,0.24
627737,0.37,0.49,0.00
627750,-0.43,0.55,-0.12
627763,0.73,0.49,0.18
627776,1.65,0.55,0.49
627789,0.37,0.55,0.12
627802,-0.61,0.49,-0.18
627815,0.18,0.49,-0.06
627828,1.22,0.49,0.18
627841,1.59,0.49,0.24
627853,0.00,0.43,-0.24
627866,-0.43,0.43,-0.37
627879,15.50,0.43,0.00
627892,1.04,0.49,0.12
627905,0.92,0.49,0.18
627918,0.18,0.49,0.00
627931,0.37,0.43,0.00
627944,0.73,0.49,0.24
627957,0.98,0.49,0.24
627970,0.49,0.49,0.12
627983,-0.24,0.49,-0.18
627996,0.49,0.49,0.00
628009,1.34,0.43,0.24
628022,0.67,0.43,0.06
628034,-0.31,0.49,-0.18
628048,0.06,0.49,-0.12
628060,0.98,0.43,0.06
628072,1.16,0.43,0.12
628085,0.24,0.43,-0.06
628098,0.12,0.49,-0.06
628112,0.67,0.55,0.18
628125,0.55,0.55,0.12
628139,0.24,0.49,-0.06
628153,0.49,0.49,0.00
628166,1.10,0.49,0.18
628179,1.16,0.49,0.18
628192,0.55,0.43,0.00
628205,0.37,0.43,-0.06
628218,0.43,0.49,0.00
628231,0.43,0.49,0.00
628244,0.67,0.43,0.18
628256,2.38,0.61,0.98
628269,-2.14,0.49,-0.43
628283,-4.70,0.49,-1.46
628296,-1.77,0.37,-1.04
628309,7.63,0.49,1.89
628322,4.52,0.61,1.59
628335,-7.32,0.55,-1.89
628349,-4.33,0.37,-1.53
628361,4.21,0.31,0.24
628374,5.31,0.55,1.34
628387,-2.08,0.61,-0.24
628401,-3.97,0.43,-1.16
628414,3.42,0.24,0.43
628427,7.08,0.37,1.53
628440,-0.85,0.73,0.61
628453,-5.80,1.04,-0.49
628466,-1.16,0.49,-0.43
628480,6.59,0.24,0.92
628494,4.39,0.61,1.10
628509,-2.26,0.55,-0.37
628523,-3.66,0.49,-1.10
628538,2.62,0.37,0.12
628550,4.52,0.43,0.85
628563,-1.65,0.55,-0.37
628576,-4.64,0.55,-1.16
628590,2.32,0.37,0.31
628603,7.45,0.37,1.59
628616,0.37,0.55,0.18
628629,-5.13,0.61,-1.10
628643,-0.43,0.49,-0.12
628656,5.00,0.43,1.10
628670,2.26,0.49,0.49
628683,-2.69,0.49,-0.73
628697,-1.77,0.49,-0.67
628711,2.56,0.37,0.31
628724,4.64,0.43,0.79
628736,-0.92,0.49,-0.37
628750,-2.99,0.49,-0.79
628762,1.53,0.43,0.37
628775,3.36,0.49,0.85
628787,2.32,0.55,0.61
628800,-1.77,0.55,-0.31
628813,-1.22,0.55,-0.18
628826,0.85,0.55,0.31
628838,2.44,0.55,0.55
628851,0.67,0.49,0.06
628864,-1.10,0.49,-0.43
628877,0.37,0.49,-0.06
628890,1.89,0.43,0.24
628903,0.79,0.49,0.00
628915,-0.55,0.49,-0.31
628927,-0.67,0.49,-0.37
628940,1.59,0.49,0.31
628953,1.65,0.49,0.31
628966,0.61,0.49,-0.12
628979,-0.55,0.49,-0.18
628992,0.18,0.49,0.00
629006,1.40,0.49,0.31
629019,1.04,0.49,0.18
629032,-0.43,0.49,-0.18
629046,-0.12,0.49,-0.18
629058,0.85,0.43,0.06
629071,1.16,0.43,0.12
629084,0.31,0.49,-0.06
629098,0.06,0.49,-0.12
629112,0.67,0.43,0.06
629127,0.73,0.49,0.12
629141,0.55,0.49,0.06
629154,0.49,0.49,0.12
629168,0.61,0.55,0.18
629182,0.67,0.49,0.12
629195,0.49,0.49,0.06
629207,0.43,0.49,0.06
629220,0.79,0.49,0.12
629233,0.98,0.49,0.12
629246,0.49,0.49,0.00
629259,0.18,0.49,-0.06
629272,0.55,0.49,0.12
629285,1.16,0.55,0.37
629297,0.43,0.55,0.12
629310,0.18,0.55,0.24
629322,1.10,0.49,0.31
629334,1.04,0.55,0.31
629347,0.67,0.43,0.06
629359,0.43,0.49,0.00
629372,0.55,0.49,0.00
629385,0.49,0.43,0.00
629398,0.49,0.49,-0.06
629411,0.67,0.49,0.00
629424,0.67,0.49,0.06
629437,0.43,0.43,0.00
629450,0.18,0.43,-0.06
629463,0.37,0.49,0.00
629476,0.61,0.49,0.12
629489,0.61,0.49,0.12
629502,0.49,0.49,0.06
629515,0.49,0.49,0.06
629528,0.31,0.49,-0.06
629541,0.12,0.43,-0.18
629554,0.12,0.43,-0.31
629567,0.37,0.37,-0.37
629580,-0.18,0.24,-0.73
629593,0.61,0.24,-0.43
629608,0.67,0.49,0.12
629621,-1.04,0.55,-0.24
629634,-2.56,0.49,-0.67
629647,1.46,0.43,0.06
629660,4.15,0.43,0.85
629673,1.10,0.61,0.49
629687,-1.34,0.61,-0.12
629701,0.43,0.49,-0.06
629714,2.50,0.43,0.43
629727,2.56,0.49,0.55
629740,-1.83,0.49,-0.49
629753,-2.08,0.49,-0.61
629767,2.38,0.37,0.31
629780,2.32,0.37,0.31
629792,-0.12,0.43,-0.79
629805,-2.75,0.49,-0.67
629819,0.43,0.49,0.00
629832,3.11,0.55,0.73
629845,1.04,0.61,0.31
629858,-0.85,0.55,-0.12
629871,1.28,0.61,0.24
629885,2.99,0.37,0.61
629897,0.98,0.43,0.12
629910,-1.28,0.49,-0.43
629923,-0.37,0.43,-0.31
629936,1.71,0.43,0.18
629950,2.38,0.43,0.31
629963,-1.16,0.49,-0.43
629976,-1.65,0.49,-0.49
629989,2.38,0.43,0.49
630002,2.99,0.49,0.67
630014,1.59,0.49,0.37
630027,-1.28,0.49,-0.31
630041,-0.55,0.49,-0.18
630054,2.75,0.73,1.04
630067,0.18,0.49,0.24
630081,-2.14,0.43,-0.79
630095,1.65,0.43,0.12
630108,4.64,0.49,1.16
630122,1.65,0.61,0.49
630135,-1.77,0.55,-0.37
630149,-0.49,0.49,-0.24
630162,1.95,0.43,0.37
630176,0.61,0.49,0.24
630191,-1.34,0.55,-0.31
630205,0.06,0.43,0.00
630218,1.46,0.43,0.24
630231,0.00,0.43,-0.12
630244,-1.28,0.49,-0.49
630257,-1.22,0.49,-0.06
630270,2.50,0.43,0.37
630283,2.69,0.43,0.49
630295,-0.92,0.49,-0.31
630308,-1.77,0.49,-0.55
630321,-1.04,0.43,-0.43
630334,1.34,0.37,-0.06
630347,0.79,0.43,-0.12
630359,-0.24,0.43,-0.37
630371,-0.06,0.49,-0.37
630384,0.79,0.37,-0.18
630397,1.40,0.49,0.18
630410,0.85,0.55,0.24
630422,-0.06,0.61,0.24
630435,0.85,0.61,0.43
630448,2.08,0.55,0.55
630461,2.01,0.49,0.61
630474,0.31,0.61,0.24
630487,0.67,0.55,0.24
630501,2.14,0.49,0.37
630513,2.14,0.37,0.37
630526,2.01,0.43,0.92
630540,0.00,1.04,0.43
630553,-3.42,0.31,-0.85
630566,1.22,0.31,-0.18
630579,5.31,0.24,1.10
630593,2.01,0.31,0.85
630606,-2.32,0.18,-0.12
630619,-4.09,0.18,-0.67
630632,1.10,0.37,0.12
630644,2.99,0.43,0.67
630657,-2.08,0.55,-0.37
630669,-3.78,0.55,-0.85
630682,-1.83,0.49,-0.49
630695,3.60,0.43,0.85
630707,1.89,0.49,0.49
630720,-1.46,0.55,-0.24
630732,-1.59,0.49,-0.31
630744,2.08,0.43,0.37
630757,3.78,0.43,0.79
630770,-0.24,0.49,-0.12
630783,-1.89,0.49,-0.55
630796,-1.28,0.49,0.06
630808,2.50,0.31,0.31
630820,1.71,0.49,0.18
630833,0.31,0.55,-0.24
630845,-1.10,0.49,-0.31
630857,-0.12,0.49,-0.06
630870,1.46,0.49,0.31
630882,0.49,0.55,0.12
630894,-0.49,0.55,-0.06
630907,15.44,0.49,0.18
630919,1.77,0.43,0.37
630932,1.83,0.49,0.43
630944,1.10,0.49,-0.06
630957,-0.61,0.49,-0.31
630970,-0.18,0.43,-0.18
630982,0.92,0.37,0.06
630995,0.37,0.43,-0.12
631007,-0.31,0.43,-0.24
631020,0.37,0.49,0.00
631032,0.92,0.49,0.18
631045,0.73,0.49,0.18
631058,0.06,0.49,0.06
631070,0.06,0.49,-0.06
631083,0.67,0.43,0.06
631096,0.73,0.49,0.00
631108,-0.06,0.43,-0.24
