timestamp_ms,x,y,z
464735,0.49,0.49,0.00
464748,0.55,0.43,0.00
464761,0.37,0.43,0.00
464774,0.24,0.49,0.06
464786,0.37,0.49,0.06
464799,0.73,0.49,0.06
464812,0.67,0.55,0.06
464825,0.55,0.55,0.06
464838,0.73,0.49,0.06
464850,0.79,0.49,0.00
464863,0.55,0.43,-0.06
464875,0.18,0.43,0.00
464888,0.43,0.49,0.00
464900,0.49,0.43,0.06
464913,0.24,0.49,0.06
464926,0.55,0.49,0.06
464939,0.73,0.49,0.00
464952,0.18,0.49,0.00
464965,0.06,0.43,0.00
464978,0.55,0.43,0.00
464991,0.43,0.43,0.00
465004,-0.12,0.43,0.06
465017,0.31,0.43,0.00
465031,1.04,0.49,0.12
465043,0.92,0.55,0.18
465056,0.67,0.55,0.18
465070,0.12,0.43,-0.06
465083,0.18,0.37,-0.12
465096,0.67,0.43,-0.06
465109,0.55,0.49,-0.06
465122,0.18,0.43,-0.06
465135,0.49,0.43,-0.06
465147,0.79,0.49,0.00
465160,0.67,0.49,0.00
465173,0.31,0.49,0.12
465186,0.55,0.49,0.12
465199,0.61,0.49,0.06
465212,0.24,0.43,0.00
465225,0.24,0.43,0.00
465238,0.73,0.43,0.00
465251,0.67,0.49,0.06
465264,0.49,0.49,0.00
465277,0.31,0.49,0.00
465289,0.37,0.55,0.06
465302,0.67,0.43,0.06
465316,0.43,0.43,0.00
465328,0.67,0.55,0.06
465342,0.92,0.55,0.12
465355,0.67,0.43,0.06
465368,0.24,0.49,0.06
465382,0.55,0.43,0.06
465395,0.73,0.49,0.06
465408,0.37,0.43,0.00
465420,0.31,0.49,0.00
465433,0.73,0.49,0.06
465446,0.92,0.49,0.12
465459,0.49,0.49,0.06
465472,0.55,0.55,0.06
465485,0.79,0.49,0.06
465498,0.55,0.55,0.06
465510,0.31,0.49,0.06
465524,0.79,0.49,0.06
465537,0.85,0.49,0.06
465550,0.73,0.55,0.06
465563,0.67,0.49,0.12
465576,0.67,0.55,0.06
465589,0.61,0.49,0.06
465602,0.55,0.49,0.06
465615,0.61,0.43,0.00
465628,0.55,0.49,0.00
465640,0.43,0.49,0.06
465652,0.73,0.55,0.06
465665,0.67,0.55,0.12
465678,0.43,0.49,0.12
465690,0.73,0.49,0.12
465703,0.49,0.49,0.12
465716,0.37,0.49,0.06
465729,0.98,0.55,0.06
465742,0.98,0.49,0.12
465755,0.18,0.49,0.06
465768,0.37,0.49,0.00
465781,0.67,0.49,0.00
465794,0.61,0.55,0.06
465808,0.49,0.43,0.00
465821,0.55,0.43,0.00
465834,0.31,0.49,0.06
465846,0.37,0.49,0.12
465859,0.73,0.49,0.12
465872,0.79,0.55,0.12
465885,0.67,0.55,0.12
465899,0.67,0.55,0.12
465912,1.04,0.43,0.06
465925,0.43,0.49,0.00
465938,0.31,0.55,0.12
465951,1.53,0.49,0.06
465964,1.10,0.61,0.18
465977,0.00,0.49,0.06
465990,1.16,0.61,0.18
466003,1.10,0.49,0.00
466016,0.31,0.49,0.12
466030,0.61,0.49,0.06
466043,0.49,0.49,0.18
466056,0.43,0.49,0.06
466068,0.85,0.55,0.18
466081,0.73,0.49,0.12
466093,0.12,0.49,0.06
466106,0.37,0.49,0.12
466119,1.16,0.55,0.12
466132,0.67,0.55,0.18
466145,0.31,0.43,0.06
466158,1.04,0.49,0.06
466171,0.67,0.43,0.00
466184,0.24,0.49,0.12
466197,0.55,0.49,0.00
466210,0.43,0.49,0.06
466223,0.24,0.43,0.00
466236,0.61,0.49,0.06
466249,0.61,0.43,-0.06
466262,0.24,0.43,0.06
466275,0.24,0.43,0.06
466288,0.73,0.49,0.06
466300,0.49,0.49,0.06
466314,0.49,0.43,0.00
466326,0.98,0.49,0.00
466340,0.37,0.43,0.00
466354,0.12,0.49,0.06
466367,0.49,0.43,0.06
466380,0.49,0.43,0.06
466393,0.31,0.43,0.00
466406,0.24,0.43,0.00
466419,0.43,0.43,0.00
466432,0.61,0.49,0.06
466445,0.98,0.49,0.12
466458,0.98,0.49,0.00
466471,-0.12,0.43,0.00
466484,0.12,0.43,0.00
466497,0.79,0.49,0.06
466510,0.49,0.49,0.00
466523,0.12,0.49,0.00
466537,0.85,0.49,0.06
466550,0.79,0.49,0.06
466563,0.31,0.43,0.00
466576,0.43,0.43,0.00
466589,0.61,0.49,0.00
466602,0.31,0.43,0.00
466615,0.43,0.43,0.00
466628,0.55,0.43,0.06
466641,0.73,0.49,0.06
466654,0.73,0.49,0.12
466667,0.67,0.49,0.06
466679,0.31,0.49,0.06
466692,0.18,0.43,0.06
466706,0.79,0.49,0.00
466719,0.61,0.49,0.00
466732,0.61,0.49,0.00
466745,0.98,0.49,0.06
466758,0.55,0.49,0.12
466771,0.55,0.55,0.18
466784,0.79,0.49,0.12
466796,0.85,0.49,0.12
466810,0.55,0.43,0.06
466822,0.55,0.49,0.06
466835,0.67,0.43,0.06
466848,0.67,0.49,0.06
466861,0.61,0.55,0.06
466874,0.85,0.55,0.12
466887,1.04,0.61,0.12
466900,0.73,0.55,0.12
466913,0.67,0.49,0.06
466926,0.67,0.49,0.06
466939,0.55,0.49,0.06
466952,0.79,0.49,0.06
466964,1.22,0.61,0.12
466977,0.00,0.55,0.24
466990,-0.49,0.31,-0.12
467003,1.71,0.55,0.06
467016,0.49,0.43,-0.06
467028,0.49,0.49,0.18
467041,1.22,0.43,-0.12
467054,0.85,0.49,0.06
467067,-0.61,0.31,-0.12
467081,1.53,0.61,0.24
467093,0.49,0.43,-0.06
467107,-0.73,0.43,0.18
467119,-0.18,0.37,0.00
467132,1.34,0.55,0.18
467145,0.61,0.55,0.12
467158,0.55,0.49,0.00
467171,0.73,0.43,-0.06
467184,0.43,0.43,-0.06
467197,0.61,0.49,0.06
467210,0.92,0.43,-0.06
467223,-0.06,0.49,0.06
467236,-0.12,0.43,-0.06
467249,0.73,0.49,0.06
467263,0.24,0.43,0.00
467276,-0.12,0.43,0.00
467289,1.04,0.43,-0.06
467302,0.79,0.49,0.06
467315,0.06,0.43,0.00
467328,0.49,0.49,0.00
467341,0.67,0.49,0.00
467354,0.43,0.49,0.06
467367,0.73,0.43,0.00
467379,0.79,0.49,0.00
467392,0.18,0.43,0.00
467405,0.61,0.49,0.00
467419,0.79,0.49,0.12
467432,0.24,0.49,0.12
467445,0.31,0.49,0.12
467458,0.92,0.49,0.06
467471,0.55,0.49,0.06
467484,0.79,0.55,0.12
467497,1.16,0.61,0.12
467510,0.18,0.43,0.00
467523,0.18,0.43,0.00
467536,0.43,0.43,-0.12
467550,1.22,0.67,0.31
467563,-0.55,0.43,0.12
467576,1.40,0.55,0.06
467588,1.59,0.55,0.00
467601,0.37,0.55,0.18
467614,0.49,0.43,0.00
467627,1.04,0.31,-0.24
467640,0.37,0.43,-0.06
467653,0.67,0.55,0.18
467666,1.65,0.55,0.18
467678,-0.67,0.37,-0.18
467692,-0.73,0.43,-0.06
467705,1.10,0.55,0.06
467717,0.67,0.49,0.12
467730,-0.67,0.37,-0.06
467743,1.16,0.49,0.06
467755,1.71,0.55,0.12
467767,0.73,0.49,0.12
467780,-0.67,0.37,-0.06
467792,1.10,0.43,-0.06
467804,1.89,0.67,0.31
467817,0.55,0.43,-0.06
467829,0.37,0.55,0.12
467842,0.12,0.37,-0.18
467854,0.61,0.49,0.18
467866,0.98,0.43,0.00
467878,0.92,0.55,0.12
467891,0.06,0.49,0.06
467904,0.92,0.55,0.06
467917,1.40,0.49,0.00
467930,-0.31,0.43,-0.06
467943,0.06,0.43,0.00
467956,0.85,0.49,-0.12
467968,0.12,0.43,-0.06
467981,-0.12,0.49,0.00
467994,1.10,0.55,0.18
468006,0.98,0.55,0.12
468019,0.49,0.55,0.06
468032,0.61,0.43,0.00
468044,0.73,0.43,0.06
468057,0.61,0.49,0.12
468070,0.37,0.49,0.06
468083,0.55,0.49,0.00
468096,0.67,0.49,0.06
468109,0.55,0.43,0.00
468122,0.67,0.49,0.06
468135,-0.06,0.43,0.00
468148,0.49,0.37,-0.06
468162,0.31,0.43,0.12
468174,-0.18,0.31,-0.12
468187,0.73,0.55,0.18
468200,0.24,0.43,0.00
468212,0.24,0.55,0.31
468225,0.73,0.49,0.00
468238,0.43,0.55,0.18
468251,-0.18,0.43,0.00
468264,1.22,0.49,0.06
468277,0.67,0.49,-0.12
468289,-0.18,0.43,-0.06
468303,0.92,0.49,0.00
468316,1.10,0.49,0.06
468328,-0.18,0.43,0.00
468341,0.55,0.49,0.00
468353,1.10,0.55,0.06
468366,0.18,0.43,0.00
468379,0.24,0.49,0.06
468391,0.55,0.49,-0.06
468403,0.37,0.49,0.06
468416,0.37,0.49,0.00
468429,0.67,0.49,0.12
468442,0.61,0.43,0.06
468455,0.55,0.49,0.12
468468,0.55,0.49,0.06
468480,0.18,0.43,0.00
468493,0.18,0.37,0.00
468506,0.49,0.43,0.00
468519,0.49,0.49,0.06
468533,0.67,0.55,0.06
468548,0.73,0.49,0.12
468561,0.43,0.49,0.06
468574,0.18,0.49,0.06
468587,0.49,0.49,0.06
468600,0.92,0.49,0.06
468613,0.61,0.49,0.00
468626,0.18,0.49,-0.06
468639,0.49,0.49,0.00
468652,0.67,0.49,0.06
468665,0.43,0.43,0.06
468677,0.43,0.49,0.00
468690,0.43,0.43,0.00
468703,0.37,0.49,0.00
468715,0.43,0.43,0.00
468728,0.43,0.49,0.06
468741,0.49,0.49,0.06
468754,0.61,0.55,0.12
468766,0.67,0.49,0.06
468779,0.55,0.49,0.06
468791,0.55,0.49,0.00
468804,0.79,0.43,0.00
468816,0.49,0.49,-0.06
468829,0.18,0.43,0.00
468842,0.43,0.49,0.00
468855,0.43,0.55,0.12
468868,0.49,0.49,0.06
468881,0.79,0.49,0.06
468893,1.10,0.49,0.00
468906,0.55,0.49,0.06
468919,0.43,0.55,0.06
468932,0.24,0.49,0.06
468945,0.24,0.49,0.12
468959,0.55,0.55,0.12
468971,0.67,0.49,0.06
468984,0.61,0.43,0.06
468997,0.79,0.55,0.06
469010,0.61,0.43,0.00
469023,0.49,0.49,0.06
469037,0.31,0.43,0.06
469049,0.67,0.55,0.12
469062,0.73,0.43,0.00
469075,0.61,0.49,0.00
469088,0.61,0.49,0.00
469102,0.85,0.49,0.00
469115,0.55,0.43,-0.06
469129,-0.12,0.43,0.00
469142,-0.24,0.31,-0.12
469154,1.59,0.73,0.37
469167,0.43,0.55,0.24
469181,-0.18,0.43,0.12
469194,1.34,0.49,-0.06
469207,0.67,0.55,0.12
469220,0.61,0.49,0.06
469233,0.98,0.43,-0.06
469246,0.00,0.43,-0.06
469259,0.24,0.55,0.18
469271,1.65,0.61,0.18
469284,0.98,0.37,-0.12
469297,-0.18,0.43,-0.06
469310,1.10,0.49,0.00
469323,0.55,0.55,0.12
469336,-0.43,0.43,0.00
469348,0.00,0.43,0.00
469361,0.85,0.55,0.12
469374,0.49,0.55,0.12
469387,0.55,0.43,-0.06
469400,0.85,0.55,0.00
469413,0.85,0.55,0.06
469426,0.18,0.43,0.00
469439,-0.06,0.37,-0.06
469453,0.43,0.55,0.12
469466,0.61,0.55,0.06
469479,0.61,0.49,0.00
469492,0.37,0.43,0.00
469505,0.61,0.49,0.00
469517,0.79,0.49,0.06
469531,0.24,0.49,0.00
469544,0.06,0.43,0.00
469557,0.73,0.49,0.00
469570,0.98,0.49,0.12
469583,0.31,0.49,0.06
469596,0.43,0.49,0.06
469609,0.98,0.49,0.00
469622,0.61,0.43,0.06
469635,0.18,0.43,0.06
469648,0.43,0.49,0.00
469662,0.43,0.49,0.06
469675,0.31,0.49,0.06
469688,0.79,0.49,0.06
469701,1.04,0.49,0.06
469714,0.49,0.49,0.12
469727,0.73,0.55,0.12
469740,0.24,0.49,0.06
469753,0.12,0.49,0.06
469766,0.49,0.49,0.00
469779,0.67,0.49,0.06
469792,0.49,0.43,0.00
469805,0.67,0.49,0.00
469817,0.73,0.49,0.00
469831,0.43,0.49,0.06
469844,0.37,0.49,0.00
469857,0.55,0.43,0.00
469870,0.61,0.49,0.06
469883,0.43,0.49,0.06
469897,0.49,0.49,0.06
469910,0.79,0.49,0.06
469923,0.67,0.49,0.12
469936,0.55,0.49,0.06
469949,0.61,0.49,0.12
469962,0.31,0.49,0.12
469975,0.43,0.49,0.12
469988,0.61,0.49,0.12
470001,0.49,0.43,0.00
470014,0.55,0.49,0.00
470027,0.67,0.43,0.00
470040,0.43,0.43,-0.06
470053,0.18,0.49,0.06
470066,0.67,0.49,0.12
470079,0.92,0.61,0.18
470092,0.85,0.55,0.12
470105,0.55,0.49,0.06
470118,0.55,0.49,-0.06
470130,0.67,0.49,0.00
470143,0.49,0.49,0.00
470157,0.43,0.49,0.06
470169,0.31,0.55,0.06
470183,0.37,0.49,0.06
470196,0.73,0.55,0.12
470209,0.79,0.49,0.12
470222,0.79,0.49,0.12
470235,0.85,0.55,0.12
470248,0.55,0.49,0.06
470261,0.37,0.43,0.00
470274,0.61,0.55,0.00
470287,0.61,0.49,0.00
470300,0.61,0.49,0.00
470313,0.61,0.43,0.00
470326,0.43,0.49,0.00
470339,0.31,0.49,0.00
470352,0.37,0.43,-0.06
470366,0.31,0.43,-0.06
470379,0.24,0.49,0.00
470392,1.10,0.55,0.18
470405,0.92,0.55,0.18
470418,0.24,0.55,0.18
470431,0.73,0.55,0.18
470444,1.16,0.61,0.18
470457,0.31,0.55,0.12
470470,0.24,0.43,0.00
470482,0.67,0.43,0.00
470496,0.43,0.43,0.00
470508,0.43,0.43,0.00
470521,0.55,0.49,0.00
470534,0.43,0.49,0.00
470547,0.43,0.49,0.06
470560,0.67,0.49,0.06
470574,0.67,0.49,0.00
470587,0.49,0.43,-0.06
470601,0.37,0.49,0.00
470614,0.67,0.49,0.06
470627,0.55,0.49,0.06
470640,0.24,0.43,0.00
470653,0.55,0.49,0.06
470666,0.73,0.49,0.00
470679,0.43,0.43,0.06
470692,0.37,0.49,0.06
470705,0.67,0.49,0.12
470718,0.37,0.43,0.00
470732,0.37,0.49,0.12
470745,0.79,0.49,0.00
470759,0.73,0.49,0.00
470773,0.37,0.43,-0.06
470786,0.49,0.49,0.00
470799,0.18,0.43,0.06
470812,0.18,0.49,0.06
470825,0.73,0.55,0.06
470838,0.79,0.55,0.12
470851,0.43,0.43,0.06
470863,0.67,0.49,-0.06
470877,0.73,0.49,0.00
470890,0.55,0.49,0.06
470903,0.18,0.43,0.00
470916,-0.06,0.43,0.00
470929,0.49,0.49,0.06
470942,0.73,0.43,0.06
470955,0.73,0.43,0.06
470968,0.31,0.49,0.00
470981,0.67,0.49,0.06
470994,0.49,0.49,0.00
471007,0.06,0.43,0.00
471020,0.12,0.43,0.00
471033,0.98,0.49,0.00
471046,0.85,0.49,0.06
471059,0.37,0.49,0.00
471072,0.43,0.43,0.00
471084,0.43,0.43,0.06
471097,0.49,0.49,0.06
471110,0.37,0.43,0.00
471123,0.55,0.49,0.06
471136,0.55,0.43,0.00
471149,0.49,0.49,0.06
471162,0.73,0.49,0.06
471175,0.73,0.55,0.12
471189,0.37,0.49,0.06
471202,0.79,0.49,0.06
471215,0.67,0.49,0.12
471227,0.12,0.43,0.00
471240,0.55,0.43,0.00
471253,0.67,0.55,0.06
471267,0.37,0.49,0.00
471280,0.49,0.49,0.00
471293,0.49,0.43,-0.06
471306,0.43,0.49,0.06
471318,0.55,0.49,0.00
471331,0.55,0.49,0.00
471343,0.31,0.49,0.00
471356,0.61,0.49,0.00
471370,0.73,0.49,0.00
471382,0.43,0.49,0.00
471395,0.55,0.43,-0.06
471407,1.04,0.49,0.00
471420,0.73,0.43,15.56
471432,0.06,0.49,0.06
471444,0.43,0.43,0.00
471457,0.73,0.49,0.06
471469,0.31,0.49,0.06
471482,0.55,0.49,0.06
471494,0.79,0.49,0.06
471506,0.67,0.55,0.06
471518,0.49,0.49,0.06
471531,0.31,0.49,0.06
471543,0.49,0.49,0.00
471555,0.73,0.55,0.12
471568,0.73,0.55,0.12
471580,0.73,0.55,0.06
471592,0.49,0.49,-0.06
471605,0.31,0.49,-0.06
471617,0.61,0.43,0.00
471629,0.61,0.43,0.00
471642,0.24,0.43,-0.06
471654,0.24,0.49,0.00
471666,0.49,0.49,0.06
471679,0.61,0.49,0.06
471691,0.55,0.49,0.06
471704,0.61,0.49,0.06
471716,0.49,0.49,0.06
471728,0.49,0.49,0.06
471741,0.37,0.49,0.00
471753,0.37,0.49,0.12
471765,0.61,0.49,0.12
471778,0.73,0.55,0.12
471790,0.61,0.49,0.12
471802,0.55,0.55,0.12
471815,0.85,0.55,0.12
471827,0.92,0.55,0.12
471839,0.31,0.43,0.00
471852,0.31,0.49,0.00
471864,0.73,0.49,0.00
471876,0.79,0.55,0.12
471889,0.31,0.49,0.06
471901,0.24,0.49,0.00
471914,1.04,0.55,0.12
471926,0.67,0.55,0.18
471938,0.24,0.49,0.06
471951,0.37,0.43,-0.06
471963,0.55,0.49,0.00
471976,0.67,0.49,0.06
471989,0.55,0.49,0.06
472001,0.37,0.49,0.06
472014,0.31,0.49,0.12
472027,1.04,0.49,0.12
472040,0.73,0.49,0.06
472053,0.31,0.49,0.06
472066,0.79,0.49,0.06
472079,0.98,0.49,0.00
472092,0.06,0.49,0.00
472105,0.18,0.49,0.00
472118,0.98,0.49,0.12
472132,0.73,0.55,0.12
472145,0.31,0.49,0.00
472157,0.61,0.49,0.00
472171,0.92,0.43,0.00
472184,0.12,0.49,0.00
472197,-0.12,0.49,0.00
472209,0.61,0.55,0.12
472222,0.79,0.55,0.18
472235,0.12,0.49,0.18
472248,1.04,0.49,0.06
472261,0.85,0.49,0.12
472275,0.12,0.49,0.06
472287,0.79,0.43,0.00
472300,0.92,0.43,-0.06
472314,-0.06,0.49,0.06
472327,0.24,0.43,0.00
472340,0.79,0.49,0.00
472353,0.43,0.43,0.00
472366,0.37,0.49,0.00
472379,0.67,0.49,0.06
472391,0.12,0.43,0.06
472404,0.06,0.55,0.12
472417,0.85,0.49,0.06
472430,0.85,0.49,0.12
472443,0.49,0.49,0.12
472457,0.85,0.43,0.06
472470,0.55,0.49,0.06
472483,0.06,0.49,0.06
472496,0.18,0.43,0.06
472509,0.73,0.55,0.12
472522,0.24,0.49,0.00
472535,0.98,0.49,0.00
472548,1.10,0.49,0.00
472562,0.61,0.55,0.06
472575,0.61,0.49,0.06
472588,0.67,0.49,0.06
472601,0.06,0.43,0.06
472615,0.37,0.43,0.06
472628,0.92,0.43,0.06
472641,0.55,0.43,0.00
472654,0.43,0.49,0.06
472667,0.92,0.49,0.06
472680,0.61,0.49,0.12
472694,0.18,0.49,0.06
472706,0.67,0.49,0.06
472719,0.85,0.55,0.06
472732,0.55,0.49,0.06
472745,0.67,0.43,0.00
472758,0.55,0.49,0.06
472772,0.18,0.49,0.00
472785,0.18,0.49,0.06
472798,0.55,0.43,-0.06
472811,0.43,0.43,0.00
472824,0.67,0.43,0.00
472837,0.79,0.49,0.00
472850,0.67,0.49,0.00
472863,0.37,0.49,0.00
472876,0.61,0.49,0.06
472888,0.37,0.49,0.06
472901,0.31,0.49,0.06
472914,0.49,0.49,0.06
472927,0.67,0.55,0.06
472940,0.73,0.49,0.06
472953,0.67,0.49,0.06
472966,0.61,0.43,0.00
472979,0.37,0.49,0.06
472992,0.18,0.49,0.00
473005,0.67,0.49,0.06
473018,0.85,0.55,0.06
473031,0.49,0.49,0.06
473043,0.31,0.49,0.00
473056,0.67,0.49,0.06
473069,0.55,0.49,0.06
473082,0.43,0.49,0.00
473095,0.37,0.49,0.00
473107,0.43,0.55,0.06
473120,0.73,0.49,0.06
473133,0.55,0.49,0.06
473146,0.18,0.43,0.00
473159,0.79,0.49,0.12
473173,0.73,0.49,0.06
473186,0.24,0.43,0.06
473199,0.55,0.49,0.00
473212,0.92,0.49,0.06
473224,0.49,0.49,0.06
473238,0.49,0.49,0.00
473250,0.55,0.55,0.12
473263,0.55,0.49,0.06
473276,0.61,0.49,0.00
473289,0.43,0.43,0.00
473302,0.43,0.43,0.06
473315,0.85,0.49,0.06
473328,0.37,0.49,0.06
473341,-0.06,0.43,0.00
473354,0.85,0.49,0.06
473366,0.79,0.49,0.06
473379,0.43,0.49,0.00
473393,0.37,0.43,0.00
473405,0.55,0.49,0.06
473419,0.61,0.49,0.06
473432,0.55,0.49,0.06
473445,0.49,0.49,0.00
473458,0.73,0.49,0.06
473471,0.73,0.49,0.06
473484,0.24,0.43,0.00
473497,0.24,0.43,0.00
473510,0.73,0.49,0.00
473523,0.61,0.43,0.00
473536,0.31,0.49,0.00
473549,0.67,0.49,-0.06
473562,0.85,0.49,0.06
473576,0.18,0.49,0.00
473589,0.31,0.49,0.06
473602,0.61,0.49,0.00
473615,0.43,0.49,0.06
473628,0.24,0.43,0.06
473641,0.79,0.49,0.06
473654,0.73,0.49,0.12
473667,0.49,0.49,0.06
473680,0.24,0.43,0.00
473693,0.12,0.37,-0.06
473706,0.73,0.49,0.06
473719,0.79,0.49,0.00
473732,0.67,0.49,0.06
473745,0.37,0.49,0.00
473758,0.55,0.55,0.06
473771,0.49,0.43,0.00
473783,0.43,0.49,0.00
473796,0.55,0.49,0.06
473809,0.37,0.43,0.00
473822,0.24,0.43,0.00
473835,0.55,0.43,-0.06
473849,0.49,0.43,0.00
473862,0.37,0.43,0.06
473874,0.73,0.55,0.06
473887,0.73,0.49,0.06
473900,0.37,0.49,0.06
473913,0.55,0.55,0.06
473927,0.67,0.49,0.00
473940,0.31,0.49,0.00
473952,0.31,0.43,-0.06
473966,0.55,0.43,0.00
473979,0.55,0.49,0.06
473992,0.43,0.49,0.06
474005,0.67,0.49,0.00
474018,0.79,0.49,0.06
474031,0.49,0.49,0.12
474044,0.31,0.49,0.00
474057,0.49,0.43,0.00
474070,0.49,0.49,0.06
474083,0.43,0.49,0.06
474096,0.61,0.43,0.06
474109,0.61,0.49,0.06
474122,0.61,0.49,0.00
474135,0.61,0.49,0.06
474148,0.49,0.49,0.06
474161,0.49,0.49,0.06
474174,0.61,0.49,0.06
474187,0.55,0.49,0.06
474201,0.49,0.49,0.06
474214,0.67,0.49,0.06
474227,0.55,0.43,0.06
474240,0.31,0.43,0.00
474254,0.67,0.49,0.06
474267,0.67,0.49,0.12
474280,0.49,0.49,0.06
474293,0.61,0.55,0.18
474306,0.31,0.43,0.06
474319,1.10,0.49,0.12
474332,0.43,0.49,0.06
474345,0.00,0.49,0.06
474358,0.92,0.55,0.06
474371,0.55,0.43,-0.12
474384,0.24,0.43,0.06
474397,0.67,0.43,-0.06
474410,0.85,0.49,0.06
474423,0.18,0.43,0.00
474436,0.61,0.49,0.12
474449,0.85,0.49,0.06
474463,0.37,0.43,0.06
474476,0.55,0.43,-0.06
474490,0.73,0.49,0.00
474504,0.61,0.49,0.06
474517,0.55,0.49,0.00
474530,0.31,0.43,0.00
474543,0.43,0.49,0.12
474556,0.37,0.49,0.18
474569,1.04,0.61,0.18
474583,0.55,0.55,0.06
474596,0.18,0.49,0.06
474609,0.79,0.43,0.00
474622,0.61,0.37,-0.12
474635,0.31,0.43,0.00
474648,1.22,0.55,0.06
474660,1.34,0.55,0.18
474674,-0.18,0.43,-0.06
474687,0.55,0.49,0.06
474700,0.73,0.49,0.06
474713,0.18,0.49,0.06
474726,0.06,0.43,-0.06
474739,0.67,0.49,0.06
474751,0.67,0.49,0.06
474765,0.55,0.55,0.12
474778,0.06,0.43,0.06
474791,0.31,0.49,0.12
474804,1.10,0.49,0.06
474817,0.55,0.49,0.00
474830,0.37,0.43,0.00
474843,0.85,0.49,0.06
474856,0.85,0.49,0.06
474869,0.24,0.49,0.06
474882,0.49,0.55,0.06
474895,1.04,0.55,0.06
474908,0.67,0.49,0.06
474921,0.18,0.43,-0.06
474935,0.73,0.49,0.00
474948,0.73,0.49,0.00
474961,0.18,0.43,0.06
474974,0.43,0.49,0.06
474987,0.92,0.49,0.12
475001,0.67,0.49,0.12
475013,0.61,0.49,0.12
475026,0.85,0.55,0.06
475039,0.79,0.55,0.12
475052,0.98,0.55,0.12
475065,0.85,0.55,0.12
475078,0.79,0.49,0.12
475091,0.98,0.43,0.06
475103,1.46,0.49,-0.06
475117,1.83,0.61,0.24
475130,0.67,0.49,0.18
475143,0.61,0.49,0.18
475156,1.46,0.43,-0.31
475169,0.73,0.55,0.00
475182,-0.43,0.55,0.24
475195,1.04,0.49,0.18
475207,1.46,0.61,0.24
475220,-0.12,0.61,0.37
475233,0.85,0.73,0.55
475246,2.50,0.73,0.37
475258,0.18,0.61,0.18
475271,-0.85,0.49,0.00
475283,0.24,0.49,-0.06
475296,0.85,0.61,0.18
475308,-0.31,0.43,0.06
475321,0.73,0.43,-0.18
475334,1.16,0.49,-0.12
475347,0.98,0.55,0.00
475360,0.37,0.37,-0.24
475373,-0.18,0.31,-0.37
475386,-0.49,0.31,-0.24
475399,-0.12,0.31,-0.18
475412,0.06,0.18,-0.37
475425,-0.73,0.12,-0.49
475438,-0.43,0.24,-0.37
475451,0.61,0.31,-0.31
475466,0.67,0.24,-0.37
475481,-0.92,0.06,-0.61
475496,-0.98,0.06,-0.61
475509,-0.55,0.18,-0.49
475522,-0.31,0.24,-0.37
475536,0.31,0.43,-0.12
475549,0.67,0.55,0.00
475561,0.92,0.55,0.12
475574,0.85,0.67,0.24
475587,0.73,0.67,0.24
475600,1.10,0.73,0.43
475613,1.16,0.73,0.43
475626,1.34,0.73,0.43
475639,1.53,0.67,0.31
475652,1.40,0.61,0.24
475665,0.92,0.49,0.12
475678,0.61,0.43,0.00
475691,0.18,0.31,-0.12
475704,0.00,0.24,-0.24
475717,0.06,0.24,-0.24
475730,0.00,0.31,-0.18
475743,0.00,0.31,-0.12
475756,0.18,0.31,-0.06
475770,0.43,0.43,0.00
475783,0.55,0.49,0.12
475797,0.49,0.49,0.18
475810,0.98,0.61,0.24
475823,1.40,0.67,0.37
475836,1.40,0.67,0.43
475850,1.22,0.73,0.49
475863,1.40,0.73,0.49
475876,1.83,0.79,0.55
475889,1.40,0.79,0.55
475903,1.46,0.79,0.49
475916,0.55,0.61,0.18
475928,0.31,0.49,0.06
475941,0.55,0.43,0.00
475954,1.22,0.37,-0.24
475968,0.00,0.24,-0.43
475981,-3.42,-0.12,-0.73
475994,-2.14,0.06,-0.55
476007,0.24,0.24,-0.24
476020,1.83,0.67,0.24
476034,0.37,0.67,0.31
476047,0.06,0.61,0.31
476060,2.01,0.79,0.55
476073,2.87,0.85,0.67
476086,1.04,0.67,0.43
476099,0.79,0.61,0.18
476112,0.55,0.49,0.18
476125,0.24,0.37,0.06
476138,0.24,0.43,0.00
476151,-0.24,0.24,-0.24
476164,0.06,0.37,-0.18
476177,1.10,0.37,-0.37
476190,0.67,0.24,-0.43
476203,0.12,0.24,-0.49
476216,-0.92,0.24,-0.49
476229,-1.04,0.24,-0.49
476242,0.00,0.31,-0.31
476255,0.43,0.49,0.00
476268,0.92,0.61,0.18
476281,1.28,0.61,0.24
476294,1.04,0.61,0.18
476307,0.73,0.55,0.18
476320,0.92,0.55,0.18
476333,0.79,0.55,0.18
476346,0.49,0.67,0.31
476359,1.28,0.79,0.37
476372,1.40,0.79,0.49
476385,0.73,0.79,0.49
476398,0.24,0.73,0.31
476411,1.22,0.67,0.24
476424,1.46,0.61,0.18
476437,0.31,0.49,-0.12
476450,-0.18,0.37,-0.24
476463,-0.79,0.31,-0.24
476476,-0.24,0.37,-0.18
476490,0.73,0.43,-0.06
476503,1.10,0.55,0.00
476516,0.92,0.55,0.00
476529,1.22,0.55,0.12
476542,0.79,0.49,0.12
476555,0.24,0.43,0.06
476568,0.31,0.31,-0.06
476581,0.31,0.31,-0.06
476594,0.00,0.31,-0.06
476607,0.06,0.31,-0.06
476620,0.12,0.31,-0.06
476633,-0.31,0.37,0.06
476645,-0.43,0.37,0.12
